Player Id,Player Surname,Player Other Names,Is Batter,Batter Hand Id,Batter Hand,Is Bowler,Bowler Hand Id,Bowler Hand,Pace/Spin,Bowler Style,Is Keeper,Gender Id,Gender
50,Anwar,Saeed,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
54,Elahi,Saleem,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
56,Mushtaq,Saqlain,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
59,Akhtar,Shoaib,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
62,Younis,Waqar,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
63,Akram,Wasim,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
67,Yousuf,Mohammad,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
68,Kasprowicz,Michael,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
69,Langer,Justin,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
71,Lee,Shane,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
73,MacGill,Stuart,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
74,Maher,Jimmy,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
75,Martyn,Damien,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
76,Miller,Colin,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
77,Lehmann,Darren,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
78,McGrath,Glen,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
82,Ponting,Ricky,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
84,Slater,Michael,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
87,Warne,Shane,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
88,Waugh,Steve,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
89,Wilson,Paul,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
90,Waugh,Mark,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
95,ul-Haq,Inzamam,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
98,Wasti,Wajahatullah,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
99,Ahmed,Shakeel,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
100,Stewart,Alec,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
101,Crawley,John,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
102,Butcher,Mark,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
103,Mullally,Alan,Y,1,Right,Y,2,Left,Pace,Medium,N,1,Male
105,Tudor,Alex,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
107,Atherton,Mike,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
108,Hussain,Nasser,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
109,Croft,Robert,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
110,Gough,Darren,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
111,Thorpe,Graham,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
112,Ramprakash,Mark,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
114,Hollioake,Ben,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
116,Cork,Dominic,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
123,Hollioake,Adam,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
124,Ealham,Mark,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
125,Giles,Ashley,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
126,Trescothick,Marcus,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
127,Knight,Nick,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
130,Atapattu,Marvan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
131,Chandana,Upul,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
132,de Silva,Aravinda,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
133,Gunawardene,Avishka,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
134,Jayasuriya,Sanath,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
135,Kaluwitharana,Romesh,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
137,Muralidaran,Muttiah,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
140,Samaraweera,Thilan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
141,Tillakaratne,Hashan,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
144,Zoysa,Nuwan,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
162,Jayawardene,Mahela,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
187,Collins,Pedro,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
188,Walsh,Courtney,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
190,Dillon,Mervyn,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
191,Jacobs,Ridley,Y,2,Left,Y,2,Left,Pace,Medium,Y,1,Male
192,Adams,Jimmy,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
195,Lara,Brian,Y,2,Left,Y,1,Right,Spin,Wrist,N,1,Male
197,Campbell,Sherwin,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
202,Blain,John,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
207,Hamilton,Gavin,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
215,Fleming,Stephen,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
216,Astle,Nathan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
217,Horne,Matt,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
218,McMillan,Craig,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
219,Twose,Roger,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
220,Cairns,Chris,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
221,Parore,Adam,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
222,Harris,Chris,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
223,Nash,Dion,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
224,Vetorri,Daniel,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
226,Doull,Simon,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
231,Hossain,Shahriar,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
232,Hossain jnr,Mehrab,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
234,Mahmud,Khaled,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
237,Mashud,Khaled,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
239,Rafique,Mohammad,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
243,Islam,Manjural,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
246,Chanderpaul,Shivnarine,Y,2,Left,Y,1,Right,Spin,Wrist,N,1,Male
247,Powell,Ricardo,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
255,Ganguly,Sourav,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
256,Tendulkar,Sachin,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
257,Ramesh,Sadagoppan,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
258,Dravid,Rahul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
260,Mongia,Nayan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
261,Agarkar,Ajit,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
262,Kumble,Anil,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
263,Srinath,Javagal,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
264,Prasad,Venkatesh,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
265,Chopra,Nikhil,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
268,Campbell,Alistair,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
269,Flower,Andy,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
270,Flower,Grant,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
273,Carlisle,Stuart,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
276,Streak,Heath,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
279,Viljoen,Dirk,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
282,Whittall,Guy,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
284,Pollock,Shaun,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
286,Boje,Nicky,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
287,Boucher,Mark,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
289,Cullinan,Daryll,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
290,Donald,Allan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
291,Elworthy,Steve,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
292,Gibbs,Herschelle,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
293,Kallis,Jacques,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
294,Kirsten,Gary,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
295,Klusener,Lance,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
297,Rhodes,Jonty,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
298,Katich,Simon,Y,2,Left,Y,2,Left,Spin,Wrist,N,1,Male
299,Arnold,Russell,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
301,de Silva,Chathuranga,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
304,Symonds,Andrew,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
306,Dilshan,Tillakaratne,Y,1,Right,Y,1,Right,Spin,Orthodox,Y,1,Male
307,Herath,Rangana,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
310,Rennie,Gavin,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
311,Strang,Bryan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
312,Gripper,Trevor,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
315,Blignaut,Andy,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
316,Brent,Gary,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
317,Madondo,Trevor,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
319,Muller,Scott,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
321,Laxman,VVS,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
324,Singh,Harbhajan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
326,Lee,Brett,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
327,Malik,Shoaib,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
331,Dighe,Sameer,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
332,Spearman,Craig,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
333,Styris,Scott,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
334,Wisneski,Warren,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
335,Sinclair,Mathew,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
336,Wiseman,Paul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
337,O'Connor,Shayne,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
339,Tuffey,Daryl,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
341,Hall,Andrew,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
342,Hayward,Mornantau,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
343,McKenzie,Neil,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
344,Telemachus,Roger,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
345,Terbrugge,David,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
346,Ntini,Makhaya,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
349,White,Craig,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
350,Flintoff,Andrew,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
351,Caddick,Andy,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
356,Hoggard,Matthew,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
357,Sangakkara,Kumar,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
359,Bashar,Habibul,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
360,Rokon,Al Sahariar,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
364,Sulzberger,Glen,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
365,Joseph,Sylvester,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
366,Samuels,Marlon,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
367,Nagamootoo,Mahendra,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
370,Stuart,Colin,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
371,Williams,Laurie,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
372,Nazir,Imran,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
373,Iqbal,Faisal,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
376,Singh,Yuvraj,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
377,Badani,Hemang,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
380,Odumbe,Maurice,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
381,Tikolo,Stephen,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
383,Shah,Ravindu,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
384,Odoyo,Thomas,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
386,Suji,Tony,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
387,Suji,Martin,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
390,Onyango,Lameck,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
393,Kamande,James,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
396,Hinds,Wavell,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
397,Browne,Courtney,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
399,Black,Marlon,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
400,Ganga,Daren,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
401,Sarwan,Ramnaresh,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
402,Friend,Travis,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
405,Marillier,Dougie,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
406,Cuffy,Cameron,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
407,Murphy,Brian,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
408,Bracken,Nathan,Y,1,Right,Y,2,Left,Pace,Fast-Medium,N,1,Male
410,Hodge,Brad,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
411,Mackay,Gus,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
415,Vincent,Lou,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
416,Martin,Chris,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
418,Sidebottom (UK),Ryan J,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
419,Ward,Ian,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
420,Khan,Younis,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
424,Nevin,Chris,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
426,Nel,Andre,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
427,Das,Shiv,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
428,Sehwag,Virender,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
430,Kemp,Justin,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
431,Sodhi,Reetinder,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
432,Nehra,Ashish,Y,1,Right,Y,2,Left,Pace,Medium,N,1,Male
433,Rudolph,Jacobus,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
435,Franklin,James,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
440,Oram,Jacob,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
443,Vaughan,Michael,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
444,Collingwood,Paul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
445,Snape,Jeremy,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
446,Foster,James,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
447,Bangar,Sanjay,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
448,Jacobs,Arno,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
449,Smith,Graeme,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
451,Prince,Ashwell,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
452,Adams,Paul,Y,1,Right,Y,2,Left,Spin,Wrist,N,1,Male
453,Pretorius,Dewald,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
454,Hauritz,Nathan,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
455,Kent,Jon,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
457,Sami,Mohammad,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
458,Haq,Misbah ul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
460,Afzaal,Usman,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
463,Ormond,Jimmy,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
464,Tufnell,Phil,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
473,Sahariar,Al,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
476,Muntasir,Fahim,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
477,Haque,Mazharul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
482,Obuya,KD,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
489,Kapali,Alok,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
490,Dharmasena,Krishan,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
494,Farhat,Imran,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
500,Dunk,Ben,Y,2,Left,Y,1,Right,Spin,Orthodox,Y,1,Male
503,Wright,Craig McIntyre,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
504,Watson,Ryan Robert,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
506,Lyons,Ross Thomas,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
507,McCallum,Neil Francis Ian,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
508,Nel,Johannes Dewald,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
509,Poonia,Navdeep Singh,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
510,Rogers,Glen Allan,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
511,Smith,Colin John Ogilive,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
512,Watts,David Fraser,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
517,Kervezee,Alexen,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
519,Reekers,Darron,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
520,Szwarcynski,Eric,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
522,Razzak,Abdur,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
524,Esmurier,Jacob-Jan,Y,1,Right,Y,2,Left,Spin,Orthodox,N,1,Male
525,Smits,Jereon,Y,1,Right,Y,1,Right,Pace,Fast-Medium,Y,1,Male
527,Laughlin,Ben,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
528,Coetzer,Kyle,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
531,Reifer,Floyd,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
600,Henderson,Colin,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
601,Brown,Allan,Y,2,Left,Y,1,Right,Pace,Medium,N,1,Male
602,Bell,Matthew,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
4226,Seccombe,Wade,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
10205,Butler,Ian,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10206,Richardson,Mark,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
10207,Adams,Andre,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10208,Jones,Simon,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
10209,Key,Robert,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10210,Harmison,Stephen,Y,1,Right,Y,1,Right,Pace,Fast,N,1,Male
10211,Jaffer,Wasim,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
10212,Patel,Parthiv,Y,2,Left,Y,2,Left,Pace,Medium,Y,1,Male
10213,Gayle,Chris,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
10220,Collymore,Corey,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10221,Perera,Ruchira,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
10223,Dawson,Richard,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
10224,Kirtley,Robert,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10225,Irani,Ronald,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10227,Shah,Owais,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
10228,McCullum,Brendon,Y,1,Right,Y,1,Right,Pace,Fast-Medium,Y,1,Male
10230,Silva,Lindamlilage Pregeeth Chamara,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
10231,Kaif,Mohammad,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
10234,Umar,Taufeeq,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
10235,Kaneria,Danish,Y,1,Right,Y,1,Right,Spin,Wrist,N,1,Male
10238,Hooper,Carl,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
10242,Silverwood,Christopher,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10243,Blackwell,Ian,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
10244,Ervine,Sean,Y,2,Left,Y,1,Right,Pace,Fast-Medium,N,1,Male
10246,Hondo,Douglas,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10247,Wishart,Craig,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10248,Mongia,Dinesh,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
10249,Mills,Kyle,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
10250,Bond,Shane,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10251,Hitchcock,Paul,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
10253,Zondeki,Monde,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10255,Peterson,Robin,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
10259,Lawson,Jermaine,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
10260,Drakes,Vasberg,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
20004,Bahutule,Sairraj,Y,2,Left,Y,1,Right,Spin,Wrist,N,1,Male
20005,Kulkarni,Nilesh,Y,2,Left,Y,2,Left,Spin,Orthodox,N,1,Male
20006,Gillespie,Jason,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
20044,Papps,Michael,Y,1,Right,Y,1,Right,Pace,Fast-Medium,Y,1,Male
20045,Mason,Michael,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
22050,Jones,Geraint,Y,1,Right,Y,1,Right,Pace,Medium,Y,1,Male
22051,Strauss,Andrew,Y,2,Left,Y,2,Left,Pace,Medium,N,1,Male
22070,Bradshaw,Ian,Y,2,Left,Y,2,Left,Pace,Fast-Medium,N,1,Male
22071,Bravo,Dwayne,Y,1,Right,Y,1,Right,Pace,Fast-Medium,N,1,Male
22073,Deonarine,Narsingh,Y,2,Left,Y,1,Right,Spin,Orthodox,N,1,Male
22074,Marshall,Xavier,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
22075,Morton,Runako,Y,1,Right,Y,1,Right,Spin,Orthodox,N,1,Male
22076,Ramdin,Dinesh,Y,1,Right,Y,1,Right,Pace,Fast-Medium,Y,1,Male
22077,Sammy,Darren,Y,1,Right,Y,1,Right,Pace,Medium,N,1,Male
